company_name,job_category,location,status,created_at,title,content_pros,content_cons,content_hope,star,star1,star2,star3,star4,star5,company_id
(주)티몬,영업/제휴,서울,현직원,2021. 05,자유롭지만 배울 것은 딱히.. 미래 방향성이 불투명하고 파트너사 영업시 자신있게 어필할 메리트가 없음,사내 분위기가 자유로운게 가장 큰 장점이라 할 수 있다. 옷에 대해 제한이 없어 맘대로 입고 다님. 연차 눈치 안보고 쓸 수 있음.,비효율적인 보고가 많음 무엇을 위한 보고이며 보고을 위해서 내 근무시간이 헛되게 쓰임. 실적이 좋으면 보상을 줘야하는데 그런 보상체계 미흡합니다 또한 업체 미래의 불확실성,무엇이 가장 문제인지는 윗선에서 다 아신다고 생각합니다. 보상이 없다면 줄어든 복지를 원상복귀 시키는 것이 중요하다고 생각합니다,3점,3점,3점,4점,4점,2점,1
(주)티몬,유통/무역,서울,현직원,2021. 05,영업압박이 말도안되게 심함 사람들이 좋아서 버틸순있음 다음직장을 위해 버티는곳,조금 일찍가게해주는 슈퍼패스 존재 같이 일하는 사람들이 좋음,압박이 너무 강함 멘탈이 안좋으면 버틸수가 없는곳 배우는게 없음,온보딩시스템이 너무 안되어있음 신규입사자로 들어가면 제대로 배우지 못하고 시작함,3점,2점,2점,2점,2점,2점,1
(주)티몬,마케팅/시장조사,서울,전직원,2021. 05,현실을 직시하지 못하는 모습이 안타까웠다,"자유로운 분위기, 밝은 직원들, 슈퍼패스, 티몽 카페 등","타임커머스 진짜 최악이었음. 회사에서 직원들을 쥐어 짜는건 그럴수 있는 일이라고 생각하지만, 이상한 방향으로 쥐어짜서 모두가 힘들고 성과도 없었다.",제발 정상적인 CEO를 좀 앉혀서 운영하길,3점,1점,3점,3점,3점,1점,1
(주)티몬,마케팅/시장조사,서울,전직원,2021. 05,그냥 처음 다니기는 나쁘지 않지만 머물지 말 것,"연차 복지 제도 그리고 슈퍼패스가 진짜 좋다
그리고 삼성역이라 갈데 많다","비정규직이 많고 회사 정책이 자주 바뀌는게 단점이다.
그리고 사무실 책상이 좁다.",합리적인 보상 복지체계를 만들어줬으면 좋겠다,3점,1점,1점,5점,5점,2점,1
(주)티몬,마케팅/시장조사,서울,전직원,2021. 05,"자유롭지만 성과는 자유롭지 못함. 칼퇴 가능, 계약직이 굉장히 많으며 입사와 퇴사의 회전율이 빠른편","칼퇴가 가능하고, 직급이 없어 자유로운 분위기다. 사내에 안마의자가 비치되어있으며, 마사지사가 있어서 예약하면 마사지를 받을 수 있다. 사내 카페가 있어서 저렴하게 음료를 마실수있으며, 작게 편의점처럼 음식을 구매할수도 있다.",팀별 성과에 대한 압박이 심하다. 점심은 각자 사먹어야하는데 주변 밥값이 비싸 보통 도시락을 싸오거나 편의점을 이용한다. 계약직이 많고 다들 이직을 위한 경력쌓기로 일정기간후에 퇴사한다. 입사와 퇴사가 잦다,체계적인 조직문화가 있어야할듯하다. 공채도 많이 없고 오로지 경력직만을 선호하는  편이다. 지금은 인센티브가 없다고 하던데 다시 부활하는게 좋을듯!,3점,4점,3점,3점,4점,3점,1
(주)티몬,디자인,서울,전직원,2021. 05,팀은 매우 만족스럽지만 회사 대표님이 바뀌신뒤로 엉망이다..,복지가 다양하고 편안한 복장과 분위기가 좋다!! 그런데 이제 복지가 엄청 줄어들었다..,너무 자유로운게 단점일까...? 모르겠다 일이 몰릴깨는 또 엄청 몰린다,다시 옛날처럼 복지 좀 늘려주세요.. 꼰대같은 경영은 이제 그만..,4점,2점,3점,5점,5점,3점,1
(주)티몬,개발,서울,현직원,2021. 05,"그냥 망해가는 기업. 수익성도 없어서 만년 적자 기업에서 벗어나지를 못함. 수익이 안나니 연봉, 성과금, 복지가 갈수록 수직낙하중","개발직 입장에서, 
크게 눈치 안보고 업무가 가능. 
워라벨 보장.","마이너스 성장
경영진의 부재
회사 신규 사업을 언론을 통해서 접함
매년 직원들 퇴사 러시
연봉 인상률 및 개인 평가가 어떻게 이루어지고 연결되는지 아는 사람이 아무도 없음(팀장도 모름)
그냥 너무 많음",파산신청해서 다른 곳에 싼값에 넘기세요,1점,1점,1점,4점,3점,1점,1
(주)티몬,디자인,서울,전직원,2021. 05,복지 및 사람들이 좋은데 상장준비하며 바빠지고 복지가 축소되며 티몬 고유 문화가 사라짐,복지가 좋았다. 사내카페 헬스장이용 도서관 슈퍼패스 등등,업계 입지가 불안불안하다. 코묻은 돈 버는 기업처럼 찔끔찔끔 상품들 판매,제가 뭘 바라겠습니까. 그냥 잘 다니다가 가요 전 좋았어요,4점,4점,4점,4점,4점,4점,1
(주)티몬,영업/제휴,서울,전직원,2021. 05,과거로 역행하는 회사.갑작스러운 경영진 변화로 방향을 잃음,아직은 많은 사람들이 들으면 알만한 기업이고 본인의지에 따라 여러 경험은 할 수 있을듯.,경영진의 변화 후 다양한 복지가 사라졌음. 수평적회사에서 수직적 문화로 바뀜  많은 경력직 이탈,점점 마켓쉐어도 적어지고 있는데 기존의 고객도 이탈되지 않도록 방안을 찾아야할듯. 직원을 아껴주세요.,2점,3점,2점,2점,2점,1점,1
(주)티몬,마케팅/시장조사,서울,전직원,2021. 05,생각보다 연봉이 낮고 매출압박이 엄청 심함. 수평적 분위기였음(지금은 글쎄) 비교적 분위기는 자유로움,복지제도 좋은편. 수평적인 자유로운 분위기. 카페테리아가 훌륭.,퇴근이 너무 늦음. 자기의지지만 과도한 매출압박으로 대부분이 야근하는 분위기였음. 연봉은 높지않음,갑자기 나오는 일정과 무리한 판매정책으로 업체에 딜 잡기가 곤욕스러운 점이 많음.,3점,3점,3점,2점,4점,3점,1
(주)티몬,영업/제휴,서울,전직원,2021. 05,팀원들이 좋아서 버틴곳 그 이상 이하도 아님,"지금은 모르겠으나 그 당시는 팀원들이 너무 좋았음
다같이 으쌰으쌰 하는 분위기 그리고 안마의자와 티몽","점점 팀원간의 경쟁심만 유도하고 분위기 흐리게함
업계에서 작아지고 밀려나고 있으며, 더 이상 발전과 비전이 보이지 않음",복지에 힘 써주세요 그 이상은 바라지도 않네요,3점,3점,3점,3점,3점,3점,1
(주)티몬,영업/제휴,서울,현직원,2021. 05,이제 햇빛을 보려는지 모르겠지만 지난 2년 너무 힘들었음,연차사용 자유로운 편이고 슈패제도가 좋음. 평균 연령이 어려서 자유로운 점도 있는 듯,전 대표의 악랄함이 단점이였지만 앞으로 어떻게 변할 지 궁금함. 평균 연령이 어린 게 어떻게 보면 단점일지도 스타트업으로 시작한 회사라 어쩔 수 없겠지만,전인천대표님 커머스가 워낙 지금 힘든 상황이긴 하지만 그래도 직원들 잘 이끌어서 긍정적인 방향으로 이끌어주세요,3점,3점,2점,2점,3점,3점,1
(주)티몬,디자인,서울,전직원,2021. 05,워라밸을 지킬 수 있는 업무 환경.성장보단 안정적으로 다닐 수 있는 곳.,"자유로운 연차사용, 연차 외 야근(휴일) 휴가, 슈퍼패스 추가 지급.야근을 지양하는 분위기. 팀원간의 분위기.","한사람에 의해 의사결정이 이뤄짐.실무자의 이유를 듣지 않고, 무시함. 그래서 티몬의 브랜딩은 무너진지 오래다. 오래다닌 시니어가 많다. 팀바팀으로 팀분위기는 많이 차이가 나며, 실장의 지식과 실력은 신뢰할 수 없다.기업 분위기나 프로세스로만으로는 개인의 성장의 한계가 있다.",실무자들의 실력을 믿어주고 믿어줄 수 없다면 본인들이 관련 지식을 습득하길 바랍니다. 남을 따라하는게 아니라 본인이 스스로 목표와 비전을 세워보길.,3점,3점,2점,5점,3점,1점,1
(주)티몬,인사/총무,서울,전직원,2021. 05,티몬은 변화가 참 많은 회사로 그 변화가 장점이자 단점임,"열려있는 분위기, 사무실 위치, 주변 환경 등 장점이 다수임",회사가 투자를 받아야 하는 상황으로 비용적은 부분이 자유롭지 못함,직원이 힘이다! 라는 부분을 고민해주면 좋겠습니다. 좋은 회사입니다,3점,5점,3점,5점,3점,3점,1
(주)티몬,영업/제휴,서울,전직원,2021. 05,"속이 빈 껍데기 회사
왜 중견회사인지 이해가 안됨
직원들이 이직하려고 이를 갈고있음","임직원 적립금이 그래도 쏠쏠했음
점심시간에 탄천 산책할 수 있음
일부 인원 제외하고 맘맞는 동료들이 많았음","젊은 꼰대 드글드글한 곳
능력자들 다 퇴사하고 중고 신입, 고인물 많음
네네 밖에 할줄 모르는 윗선들 많아서 발전이 안됨","계속 그렇게 하다가는 뭐.. 그대들 손해죠
제발 직원을 우선 시 해주시고 고객들을 우선 시 하시길",1점,2점,1점,2점,2점,1점,1
(주)티몬,영업/제휴,서울,현직원,2021. 05,업무강도높음 영업아니면 괜찮을수도 영업은심함쇼셜커머스 시장은 배울수있음,일이바빠서 그외 신경쓸건 별로없어서 자잘한 스트레스없음,일이 바빠서 각자본인것 하기에바쁨 팀웍보다는 개인주의업무,확실한리워드보상 복지처우개선에 힘썼으면 좋겠습니다 이상,2점,2점,2점,2점,2점,2점,1
(주)티몬,기획/경영,서울,전직원,2021. 05,커리어상 한번쯤은 거쳐가도 좋은 곳. 동료들이 좋음,좋은 동료들이 있는 곳. 워라밸좋음 커리어상 한번쯤은 거쳐가도좋은 곳,가지고있던 좋은 기업문화들이 2019년 이후 많이 사라짐,예전의 그 모습으로 돌아오길 바랍니다,3점,3점,3점,5점,4점,2점,1
(주)티몬,개발,서울,전직원,2021. 05,생각보다 괜찮은곳. 업무분위기가 나쁘지 않다.,칼퇴근을 자주 할수 있어서 일상생활을 즐길수 있음. 워라벨보장,윗선에 좀 무능한 사람이 있고 꼰대가 좀 있음. 젊은 꼰대도 있는데 좀..,능력있는 윗선이 있어서 잘 이끌어 줬으면 좋곘음.,3점,3점,2점,4점,2점,3점,1
(주)티몬,영업/제휴,서울,전직원,2021. 05,적성에 맞는 사람들한테는 나쁘지 않은 회사임 근데 맞는 사람들도 안맞게 만드는 회사,연차 자유로움 사무실 분위기도 비교적 자유로움 같이 일하는 사람들 좋음,업무가 이렇게 비효율적일수가 없음 윗사람들이 일을 못하니 아래 직원들도 괜한 업무 하는 중 단순반복 연차쌓여도 하는일에 발전이 없음 미래 안보임,실질적인 문제가 뭔지 정확히 파악하고 보안하길 바람 문제 되지도 않는 문제거리 삼아서 이상한 보고 시키느냐고 제대로 일도 못함,3점,2점,2점,3점,3점,2점,1
(주)티몬,개발,서울,현직원,2021. 05,아직은 그래도 괜찮다. 이번에 대표가 나가서 어떻게 될지는,연차 제한 x 좋은 동료들 힘든시기지만 다들 밝은 분위기에서 일할려고 노력한다.,연봉 후려치기 기업 상장이라는 목표로 인권비 개후려침 그렇게해서 상장하면 무슨 의미가 있나 싶음 경영진은 의미가 있겠지만,사람이 중요치 않은 회사는 결국 망합니다. 제발 상장도 좋지만 회사 안에서 열심히 일하는 직원들도 생각해 주면 좋겠습니다.,3점,3점,2점,5점,5점,2점,1
(주)티몬,기획/경영,서울,전직원,2021. 05,"지금의 젊은이 들의 눈으로 보면 달라 보일 수 있지만, 내 눈엔 그저 안타까운 회사...","삼성역에 위치함, 젊은 사람들이면 누구나 다 아는 이름 (네임벨류)","히스토리를 알고 있는 기존 사람들이 다 떠나감, 영업부서는 상관 없을 것 같으나, 개발, 기획 쪽에서는 정말 큰 타격, 언제 터질지 모르는 시한폭탄이라고 하지만, 그래도 아직 까진 직원들 굴려서 잘 버티는 회사","대표만족 1순위, 고객만족 2순위, 주변의 시선 3순위, 직원 만족....후순위... 어디까지?
직원들도 만족할 수 있는 회사를 만들어 주세요, 직원도 다르게 보면 고객입니다.",1점,2점,2점,1점,2점,1점,1
(주)티몬,개발,서울,현직원,2021. 05,처음엔 좋았지만 대표바뀐이후 나락으로 가는중대표하나바뀐다고 답도없고정상화 되려면.. 가능은할까,개발직군은 아직까지는 그나마 프리함본인이 열심히만 한다면 그냥저냥 할만함,돈이없는 회사다뭘자꾸 없애고 이벤트라고 하는것도코웃음나는 수준,직원들 갈아서쫓아내고 그돈으로 흑자전환하면 뭐함근본이 적자인데,2점,1점,1점,4점,1점,1점,1
(주)티몬,기획/경영,서울,전직원,2021. 05,기업 매각 이후에 너무많이 바뀌면서 가지고 있던 장점을 모두 잃어버린 회사,기업 대표와 함께 점심시간에 위닝 일레븐 할 수 있을 정도로 자유로운 회사,매각이후에 능력자들 다 이탈하고 고인물들 들어오고 분위기 다 망치게 됬음,핵심역량을 잃어버린 후에 아직까지도 패밀리만 챙기면서 그냥저냥 지내는 건 고치시길,1점,4점,2점,4점,4점,4점,1
(주)티몬,디자인,서울,전직원,2021. 05,근무했을 당시엔 정말 좋았습니다!근무했던 팀이 정말 좋았던거 같아요.,당시엔 연차 사용이 자유로웠고 야근식대 야근택시비 지원해주었습니다. 무엇보다 업무 프로세스는 다른곳을 다녀봐도 이곳이 제일 효율적인것 같습니다.,연봉이 정말 너무나도 낮았었음ㅜㅠ지금은 모르겠는데 당시엔 정말 낮았음..,시간이 많이 지나 전과는 많이 분위기가 달려졌을것 같아서 이부분은 패스,4점,3점,1점,4점,4점,1점,1
(주)티몬,미디어/홍보,서울,현직원,2021. 05,편하게 일할수 있으나 자기 성장은 없는 회사대표말이 곧 정책인 회사,젊은 사람들이 많아 칼퇴 및 휴가 자유로움업무강도 높지 않음,단기 이익때문에 정말 중요한걸 못봄장기적으로 봤을때는 성장가능성 x,선견지명 / 장기적으로 바라봐야할때복리후생 / 점점 줄고 있는 복리퇴사방지 인본주의,3점,3점,3점,5점,3점,2점,1
(주)티몬,개발,서울,전직원,2021. 05,현 대표가 망친 회사. 좋은 문화와 비전을 가졌'었던' 회사.,아직까지는 그래도 좋은 동료들. 이것도 점점 기존 인력들이 빠져나가면서 안좋은 방향으로 가는듯하다.,"2019년 7월에 대표가 바뀌면서 모든게 최악의 방향으로 흘렀다. 님문화를 없애고 직급으로 부르기 시작했으며, 회사가 오랫동안 키워왔던 아이덴티티는 전부 지워버렸고, 성장하는 사업은 당장 돈이 안된다는 이유로 모두 접었고, 매출도 함께 바닥으로 향하고 있다. 직원들에 대한 보상이나 복지는 말할 것도 없다. 보여주기식으로 몇개 남겨두고 모두 없애버렸다.",바라는거 없습니다. 더 이상 회사는 당신이 들어오기 전으로 돌아갈 수 없을테니 함께 침몰하고 업계에 다시는 발 못 붙였으면 좋겠습니다.,1점,1점,1점,3점,2점,3점,1
(주)티몬,개발,서울,현직원,2021. 05,줄퇴사로 히스토리 부재인 업무가 늘어나고있다.,"개발직군이 나눠져있고, 사용스킬이 다양해서 배우기는 좋다.
업무 프로세스가 나뉘어져있어서 배울것도 있다.
야근은 거의 없고, 있더라도 연차로 보상해줌.
팀원들은 다들 사람이 좋음.","- 줄퇴사중
- 규모는 중견이지만 인사팀은 중소느낌의 일처리
- 연봉 인상률도 굉장히 낮고, 성과금은 거의 술값정도
- 평가에대한 보상기준이 없음","이미 회사분위가 박살나서 다 퇴사뿐입니다.
트렌드도 못읽어서 멀쩡한 슈퍼마트 없애고, 그걸 다시만드는게 웃음포인트네요.",3점,2점,2점,4점,4점,1점,1
(주)티몬,개발,서울,전직원,2021. 05,개발자다운 대우는 없음.영업이 왕이 되어버린 회사.미래는 모르겠음,개발은 워라밸 보장연차 눈치 안봄 기존 개발 시스템은 좋음,퇴사자가 많아 히스토리가 없음개발 시스템이 불안정함재미있는 기획과 개발 일이 없음,직원들이 만족하며 다닐수 있어야 할 것직원들을 갈면서 성장도 못하는 회사는 애사심있던 사람마저 떠나게 함,2점,1점,1점,2점,2점,1점,1
(주)티몬,기획/경영,서울,전직원,2021. 05,무난하다. 급변하는 상황이라 힘들었지만 사람마다 다를듯,부서마다 다르지만 휴가 사용이 그나마 자유로운 편? 재직 당시 복지도 괜찮았다. 업계도 이름이 알려진 편,주변 사람들이 빠르게 떠나갔다. 수평적인 문화에서 상명하복의 수직적인 문화로 변화해 당황스러움,수직적 상명하복으로 바꾼건 이유를 알 수 없다. 대체 왜 그런지 알 수 없는 일,3점,3점,3점,2점,4점,3점,1
(주)티몬,개발,서울,전직원,2021. 05,공격적인 마케팅과 소셜커머스 업체로 한때 주목받는 온라인 기업 기업이었으나 지금은 조금씩 밀린다는 생각이 드는 회사,"기업의 브랜딩 이미지와, 초기 입사시 티모니언의 장점이 가장 컷다라고 생각된다. 지하의 저렴한 카페를 운영하는것도 큰 장점이고 직원의 복지에 대해 많은 고민을 하는것이 장점이라고 생각된다.","특별한 단점이라면 입사시 지급받는 장비에 선택이 제한된다.  윈도우 데스크탑을 지급해주는것을 그냥 사용해야 하며, 업무에 필요한 주변기기들의 지급이 없다.",개발자에게 보다 다양하게 개발 장비및 주변기기들을 지급 해주었으면 좋겠다. 요즘 개발자들은 맥북이나 맥 주변기기에 환호하듯 젊음이 넘치는 곳엔 그에 맞는 대우가 있어야 하지 않을까 한다.,3점,4점,4점,4점,4점,3점,1
(주)티몬,영업/제휴,서울,현직원,2021. 05,"직원들 괴롭혀서 그냥 하루살이처럼 살아가는 기업입니다
모든 일이 경영 노하우와 여러 상황을 고려해서 진행하는 것이 아니라
당일에 누군가의 머릿 속에서 갑자기 떠오른 아이디어가 갑자기 긴급 업무로 진행되고 있습니다
그냥 막나가는 회사 보고 싶으면 추천!!","월급 안밀리고 주는 것 외에 장점 없습니다
젊은 사람들이 조금 많고 복장의 자유가 있다... 이정도 밖에  없습니다...","처음부터 끝까지 모든 점이 단점입니다
연봉, 복지, 근무 환경, 커리어 모든게 다 별로에요
일단 윗사람들부터 바꿔야할 듯 싶어요","제발 일을 시작하려면 그로 인해 발생할 수 있는 부정적, 긍정적 영향들 다 따져보고 시작해주세요
당장 벌어진 일 막기 급급해서 시작하는거 말고",1점,1점,1점,1점,1점,1점,1
(주)티몬,마케팅/시장조사,서울,현직원,2021. 05,발전이 없고 후퇴함 새로움이없음. 아직 00년대에 머문듯한 윗사람들의 센스.,이름은 그래도 유명해서 아 너 거기다니는구나 소리는 들을수있음,대표 한사람의 말로 회사전체가 휘청거림 갑자기 내려오는 업무지시 많음,너무 현재를 살기 급급하면 미래가없다. 미래를 생각한 투자도 필요하다,2점,2점,2점,3점,2점,1점,1
(주)티몬,기획/경영,서울,현직원,2021. 05,워라밸만 보장되는 회사 급여는 매우 낮고 업무방식은 탑다운의 끝,연차 눈치 안보고 쓸 수 있음 야근 없고 칼퇴 가능함 사람들(직책자 이하)은 너무 좋음,똑똑한 인재들은 나가고 아첨 뿐인 이상한 사람들만 남아있는곳,회사 발전을 위해 뭐가 필요할 지 다시 한번 생각해 보길,2점,3점,1점,4점,3점,1점,1
(주)티몬,마케팅/시장조사,서울,전직원,2021. 04,좋은 회사. 즐거운 회사. 열심히 일하는 회사. 워라벨 괜찮은 회사.,목표가 분명하고 모두 열심히 일하는 기업이라고 생각합니다. 이러한 점은 재직하며 좋아던 점입니다.,훌륭한 조직원들이 많아 어울려 일하는 것이 즐겁지만 본부간에 부서간에 협력이 잘 이루어지지 못해 아쉬운 점이 많았다고 생각한다.,고객들에게 어떻게 하면 더 즐거운 쇼핑이 되게 할 지 모두가 고민하는 용광로를 만들어 주었으면 합니다.,3점,3점,4점,3점,3점,4점,1
(주)티몬,영업/제휴,서울,현직원,2021. 04,현직 md 입니다.아래의 리뷰는 다 작업이네요...인사팀여러분 고생하십니다.첫 회사를 티몬으로 시작하였구요 그만큼 애정도 있습니다.[방탈출기사]http://m.mediapen.com/news/view/441342[티몬갑질]http://news.tf.co.kr/read/economy/1814837.htmhttp://m.pmnews.co.kr/101656http://www.newslock.co.kr/news/articleView.html?idxno=22833뭐 어느하나 팩트가 아닌게 없습니다.그치만 회사라는게 다 다니기 힘들고 그런곳 아니겠습니까그래도 저희 이진원 대표님께서는구조조정 잘하셔서 임금도 100억 가까이 줄이시고퇴근못하게도 해주시고 아 그리고 신년선물이라고 흰우유도 주시고사람 비참하게 만들어서열심히 살아 탈출하고 싶게끔동기부여를 해주십니다.,2021년 선물 흰우유 500미리2020년 설선물 떡국떡매일매일 기대됨,사람을 비참하게 만든다퇴근불가 카톡이 온다할당을 못하면 사람취급을 못받는다,직원들 비참하게 만들어주셔서 감사합니다.이진원 대표님은 좋은 분이십니다 존경합니닷!,5점,1점,1점,1점,5점,1점,1
(주)티몬,영업/제휴,서울,전직원,2021. 04,별 한 개도 아깝다. 헤드 한 명이 어떻게 회사를 망칠 수 있는지 잘 겪었다.,"연차 자유로움 / 하지만 쉬는 날에 해야할 일은 미리 해야함

슈퍼패스 / 슈퍼파킹 정도
아직 외부에서는 이름이 알려진 기업이라는 정도

팀원들끼리 전우애는 강해진다",낮은 급여 / 끝없는 업무 / 모든 사람들이 생기를 잃고 도서관처럼 조용하게 일한다 / 보상 전무 / 그동안 있었던 모든 복지가 다 사라졌다,정말 미래를 생각한다면 이대로는 안된다.,1점,1점,1점,2점,1점,1점,1
(주)티몬,기획/경영,서울,현직원,2021. 04,탑다운의 결정체 / 빨리빨리 / 보여주기식 경영 / 예전 티몬이 아니다,시간보내기좋음 / 그냥 생각없이 다녀야 편하다 / 시키는대로 토달지 말고 일하세요 /,연차도 부서별 케바케 눈치보고 써야함 / 이기적인 집단 문화,이렇게 일하는 사람들 다 내보내면 회사가 어떻게될지 되돌아봐야할 때,2점,1점,1점,1점,1점,1점,1
(주)티몬,기획/경영,서울,전직원,2021. 04,동료들은 좋으나 윗사람이 좋지 못합니다 동료들만 보며 버틸뿐,연차 사용 자유롭습니다 칼퇴가능합니다 동료분들이 좋아요,연차사용과 칼퇴를 제외한 모든것이 티몬의 단점입니다 한명의 지시로 이루어지는 어부,회사을 키우고 성장해야하는데 자기 연봉만 성장하고 싶어하는데 그마음 버리세요,2점,1점,1점,4점,1점,1점,1
(주)티몬,기획/경영,서울,전직원,2021. 04,커리어 발전을 기대하기 어려운 곳. 경영진의 무능과 회사 주인인 외국계 사모펀드의 무지가 결합된 구제 불능인 상황.,"직원들이 젊고, 유능한 직원들이 가끔씩 보임. 내부 관리 시스템은 비교적 잘 갖춰짐. 실무 레벨의 리더들은 좋은 분들이 있음.","너무 많아서 나열하기가 힘들 정도임. 특히 대표를 비롯 경영진의 독선과 아집이 아주 큰 문제임. 사모펀드는 빨리 팔고 나가려 하므로, 회사 장기 비전에 아무런 관심이 없음. 직원은 소모품일 뿐임.","경영진을 합리적인 사람들로 교체하는 것이 우선임. 직원들을 존중할 줄 알아야 하고, 장기 비전으로 설명하고 설득해나가는 리더십이 필요함. 하지만, 사모펀드가 주인이라서 어려울 것이라고 봄",1점,1점,2점,2점,1점,1점,1
(주)티몬,마케팅/시장조사,서울,전직원,2021. 04,수평적 구조를 지향하지만 체계가 없다,"연차, 반차 비교적 자유롭게 사용 가능. 어쨌든
겉으로는 수평적 문화 지향하는 회사라 숨막히는 분위기는 없는 듯",지금은 어떨지 모르나 당시 고인물들로인해 성장이 정체된 느낌.. 고인물들끼리 정치질이 매우 심함. 능력 없는데 초창기 맴버라고 윗선에 깔려있던 그분들 덕분에 도태된 듯,이미 경쟁력 잃었는데 말로만 혁신하지 말고 정말 혁신 했으면..,3점,3점,3점,4점,3점,2점,1
(주)티몬,영업/제휴,서울,현직원,2021. 04,바닥부터 시작해서 왠만한 티몬직원들 일잔한다.,일하는 조직 팀별 상이함. 편차가너무크고 비운영조직은 꿀인 부서도많음.,"출근은 지키나 퇴근은 과연. 직원카페도 다막아놓은상태
직원들의 입장이 되어주세요.
복지다운 복지 개선필요","직원들의 의견수렴및 해결잭 제시필요 .
제대로된 복지 개발필요합니다.
 기존에 다니던 오래된직원들 제발 그만두고 후회하지마시고 아껴주세요",2점,2점,2점,2점,1점,1점,1
(주)티몬,영업/제휴,서울,전직원,2021. 04,경력자에게는 분위기 때문에 힘들 수 있습니다.,점심식대나 야근식대 및 야근시 택시비 지원은 좋은 부분 이었고 전체적으로 젊은 분위기에서 일할 수 있습니다.,IT 회사인데 시스템부터 주먹구구식으로 운영되는 부분이 많았고 계약직 직원들과 정규직이 비슷한 비율로 섞여서 일하다 보이 서로 화합이 어려운 부분도 있었음,사람을 소중히 여긴다는 느낌이라도 좀 줄 수 있도록..직원들에게 배풀어 줬으면 합니다.,3점,3점,3점,4점,2점,1점,1
(주)티몬,영업/제휴,서울,현직원,2021. 04,예전과 다른 문화너무아쉽다.이전엔 복지와 기업문화가 업계최고였다.,연차에 있어서 팀별 케바케 사용가능.능력있는 좋은 팀원이있어 좋음.,복지가 있을까. 엠디직군 실제로 힘듬.광고비 수취 매월함,블라인드에 올라오늘 직원들의 해결책 마련 시급.복지다운 복지 요청.,3점,3점,3점,3점,1점,1점,1
(주)티몬,디자인,서울,전직원,2021. 04,회사 팀원들(동기) 사이는 좋다. 서로 잘 챙겨주고 친해질 수 있다.,계약직으로 있어서 업무강도가 낮아 스트레스 많이 안받아서 좋았다. 눈치도 덜 보고 주어진 일만하면 주로 정시에 퇴근가능했다.,계약직들이랑 정규직 구분이 확실하다. 굳이 구분해야하나 싶은것도 구분해두었다.,일은 쉽고 재밌었다. 정규직 전환 티오가 자주 나왔으면 좋겠다.,3점,2점,3점,3점,4점,3점,1
(주)티몬,개발,서울,현직원,2021. 04,소셜커머스로 시작했으나 지금은 쿠팡에 밀리고 IPO 준비하는 회사,워라벨이나 분위기는 좋은편이고 사내카페가 있다는점그 외 없음,코로나에 대한 대응이 부족해보이며재택근무를 권장하지 않는 회사라고 생각듬,바라는점은 없어요 직원들이 나가는 방법 밖에 없는듯합니다,4점,1점,1점,3점,1점,1점,1
(주)티몬,유통/무역,서울,전직원,2021. 04,복지가 너무 좋고 사람을 잘 챙김.~~~~,신기한 복지가 많음.사람들이 좋음. 추천하고 싶다~~~~,너무 넓은데 사람도 너무 많음.사람들이 너무 좋음~~~~,재밌었고 바라는건 없다~~~~~~~~~,5점,5점,5점,5점,5점,2점,1
(주)티몬,영업/제휴,서울,전직원,2021. 04,동료들이 젊고 나름 재밌게 다녔던 기억이 있음,경험쌓기 좋음다양한일을 할 수 있음사내 카페 이용,연봉이 적고점점 사라지는 복지일이 너무 많다,글쎄여...,4점,3점,3점,4점,4점,3점,1
(주)티몬,영업/제휴,서울,전직원,2021. 04,사장이바뀌고 기업문화가 너무 않좋아짐,눈치안보고연차쓸수있음자유로운분위기팀마다상이하긴하지만 자유로운부위기의회사이다 크게신경을 많이 안씀,"앞으로 어떻게 될지 확신이없고 발전할수있을지 걱정됨
오랜된사람들의퇴사",예전의 기업문화로 돌아와주세요 민족도가너무떨어짐,3점,2점,3점,5점,3점,2점,1
(주)티몬,마케팅/시장조사,서울,전직원,2021. 04,젊은 친구들이 열정가지고 일하는 곳이였으나 요즘은 많이 분위기가 바뀜,"단체보험,슈퍼패스,자유로운 연차 사용 등 복지가 있고 재밋는 소소한 복지들이 있음",지금은 창의적으로 일하다긴보단 시키는걸 빨리 해내길 원하는 것 같음,예전에 잘하던 사업들 다접고 다시 또 오픈하고.. 그런 반복적인 짓 안했으면 그런대서 돈아끼는게 나을듯,3점,3점,3점,4점,4점,1점,1
(주)티몬,디자인,서울,전직원,2021. 04,디자이너팀원으로써 대우받으면서 일할수있고 회사 일원으로 열심히 일하게됨,장점은 너무많음 디자인알바였지만 전혀 차별대우도 없고 오히려 너무 좋은경험을 쌓을수 있어서 감사,딱히 생각나는 단점 없음 대신 하나 꼽자면 집이랑 너무 멀어서 힘들었음,딱히없음 뭐.. 디자인을 배울수있는 좋은 자리 감사합니당,5점,5점,5점,5점,5점,5점,1
(주)티몬,영업/제휴,서울,전직원,2021. 04,경력 쌓기는 좋은 곳이고 나름 복지 잘 되어있다 나 하나 빠지면 안될것같지만 잘 돌아감,칼퇴근해도 눈치 안준다 복지 잘 되어있고 반차 나름 자유롭게 쓸 수 있음,말도 안되는 업무량과 젊은꼰대 마인드가 있다 수평적인척 하지만 수직적문화,한 사람에게 할당되는 업무량이 너무 많은듯 사람을 더 뽑아 주세요,2점,2점,3점,3점,3점,2점,1
